Timestamp;AH3;LSParking
6/04/2018 15:30;53,13252;98,5872
6/04/2018 15:45;51,96687;131,7861
6/04/2018 16:00;41,87854;126,8188
6/04/2018 16:15;33,55844;112,7762
6/04/2018 16:30;44,44408;91,00405
6/04/2018 16:45;46,1264;85,70716
6/04/2018 17:00;38,73237;81,27534
6/04/2018 17:15;21,07998;60,71192
6/04/2018 17:30;24,36467;54,80062
6/04/2018 17:45;26,00282;74,41846
6/04/2018 18:00;21,37923;45,72172
6/04/2018 18:15;11,1679;26,45401
6/04/2018 18:30;7,377421;28,70872
6/04/2018 18:45;10,05616;39,40324
6/04/2018 19:00;6,495511;21,51855
6/04/2018 19:15;4,223974;17,78468
6/04/2018 19:30;4,378591;9,635159
6/04/2018 19:45;1,118533;3,769449
6/04/2018 20:00;-0,130034;0,1163978
6/04/2018 20:15;-0,3545729;-0,170457
6/04/2018 20:30;-0,3617038;-0,2055196
6/04/2018 20:45;-0,3710649;-0,1884003
6/04/2018 21:00;-0,3702708;-0,194159
6/04/2018 21:15;-0,3662006;-0,1921633
6/04/2018 21:30;-0,3788413;-0,2090455
6/04/2018 21:45;-0,3796598;-0,2079967
6/04/2018 22:00;-0,3755361;-0,2109789
6/04/2018 22:15;-0,3717528;-0,2211682
6/04/2018 22:30;-0,3734464;-0,2031034
6/04/2018 22:45;-0,3745864;-0,203116
6/04/2018 23:00;-0,3667623;-0,1845016
6/04/2018 23:15;-0,3729839;-0,204872
6/04/2018 23:30;-0,3826391;-0,2209738
6/04/2018 23:45;-0,3627506;-0,210714
6/05/2018 0:00;-0,3610126;-0,2080257
6/05/2018 0:15;-0,3637665;-0,1849607
6/05/2018 0:30;-0,3707932;-0,1977148
6/05/2018 0:45;-0,3679109;-0,192841
6/05/2018 1:00;-0,3674435;-0,1981321
6/05/2018 1:15;-0,3744435;-0,1949035
6/05/2018 1:30;-0,3695324;-0,1998066
6/05/2018 1:45;-0,3600735;-0,2210123
6/05/2018 2:00;-0,370641;-0,2019764
6/05/2018 2:15;-0,3753037;-0,1969773
6/05/2018 2:30;-0,3696952;-0,2300638
6/05/2018 2:45;-0,3764191;-0,1877386
6/05/2018 3:00;-0,3687749;-0,1802193
6/05/2018 3:15;-0,3734891;-0,2012001
6/05/2018 3:30;-0,3699949;-0,219628
6/05/2018 3:45;-0,3707366;-0,199165
6/05/2018 4:00;-0,3688567;-0,2021489
6/05/2018 4:15;-0,3723507;-0,1902562
6/05/2018 4:30;-0,3653831;-0,2017994
6/05/2018 4:45;-0,3601202;-0,221867
6/05/2018 5:00;-0,355269;-0,174647
6/05/2018 5:15;-0,2374458;0,732008
6/05/2018 5:30;1,20218;5,212525
6/05/2018 5:45;4,784053;8,658615
6/05/2018 6:00;7,20155;15,02311
6/05/2018 6:15;11,66663;25,11607
6/05/2018 6:30;13,91978;31,85219
6/05/2018 6:45;20,22963;44,38028
6/05/2018 7:00;22,6838;64,70409
6/05/2018 7:15;30,33515;70,76192
6/05/2018 7:30;38,15261;83,47898
6/05/2018 7:45;58,14885;101,4751
6/05/2018 8:00;55,98663;122,0474
6/05/2018 8:15;70,18955;169,3784
6/05/2018 8:30;67,37527;218,8116
6/05/2018 8:45;87,48038;271,6303
6/05/2018 9:00;108,5885;302,2383
6/05/2018 9:15;119,1028;416,8961
6/05/2018 9:30;152,2835;305,567
6/05/2018 9:45;117,3663;457,3229
6/05/2018 10:00;184,5811;461,1631
6/05/2018 10:15;195,5414;434,1443
6/05/2018 10:30;198,9089;394,6267
6/05/2018 10:45;164,5484;365,1866
6/05/2018 11:00;136,7242;329,5609
6/05/2018 11:15;143,9022;326,1309
6/05/2018 11:30;97,15425;214,2803
6/05/2018 11:45;44,03768;110,8435
6/05/2018 12:00;57,0767;154,9176
6/05/2018 12:15;32,23328;89,08188
6/05/2018 12:30;33,50782;81,20487
6/05/2018 12:45;21,65472;46,65725
6/05/2018 13:00;13,1341;27,43527
6/05/2018 13:15;11,07547;28,63346
6/05/2018 13:30;28,11747;83,24022
6/05/2018 13:45;80,7755;210,7765
6/05/2018 14:00;53,80205;117,2577
6/05/2018 14:15;40,50554;112,9737
6/05/2018 14:30;21,33363;48,23552
6/05/2018 14:45;9,06228;16,50263
6/05/2018 15:00;14,3788;66,89175
6/05/2018 15:15;81,5602;170,9256
6/05/2018 15:30;84,40446;192,4019
6/05/2018 15:45;145,2628;390,381
6/05/2018 16:00;126,7083;273,3366
6/05/2018 16:15;61,33149;109,4354
6/05/2018 16:30;59,66712;218,5173
6/05/2018 16:45;129,3295;343,8599
6/05/2018 17:00;108,7932;329,744
6/05/2018 17:15;74,45378;171,8879
6/05/2018 17:30;46,26985;139,4444
6/05/2018 17:45;37,04765;106,6889
6/05/2018 18:00;19,75639;50,80539
6/05/2018 18:15;13,41637;38,38539
6/05/2018 18:30;11,51466;32,50282
6/05/2018 18:45;7,188586;18,81897
6/05/2018 19:00;2,884922;7,448512
6/05/2018 19:15;1,213955;5,561255
6/05/2018 19:30;1,692072;4,701242
6/05/2018 19:45;1,008196;3,450908
6/05/2018 20:00;0,02634245;0,7771099
6/05/2018 20:15;-0,3503836;-0,164213
6/05/2018 20:30;-0,3609917;-0,2012928
6/05/2018 20:45;-0,3648057;-0,2152322
6/05/2018 21:00;-0,3599432;-0,1970976
6/05/2018 21:15;-0,3680906;-0,216017
6/05/2018 21:30;-0,3620307;-0,2139974
6/05/2018 21:45;-0,3648954;-0,2196737
6/05/2018 22:00;-0,3737922;-0,2100549
6/05/2018 22:15;-0,3717941;-0,2031582
6/05/2018 22:30;-0,3763578;-0,2322299
6/05/2018 22:45;-0,3813265;-0,184047
6/05/2018 23:00;-0,3715623;-0,1991856
6/05/2018 23:15;-0,3698745;-0,2113558
6/05/2018 23:30;-0,3710268;-0,1844908
6/05/2018 23:45;-0,369569;-0,2063128
6/06/2018 0:00;-0,374372;-0,2245175
6/06/2018 0:15;-0,3761787;-0,2146183
6/06/2018 0:30;-0,3682571;-0,2284082
6/06/2018 0:45;-0,3735969;-0,1926796
6/06/2018 1:00;-0,365905;-0,2122866
6/06/2018 1:15;-0,3577241;-0,2086579
6/06/2018 1:30;-0,3717909;-0,1957633
6/06/2018 1:45;-0,3659323;-0,20477
6/06/2018 2:00;-0,3730532;-0,2021117
6/06/2018 2:15;-0,37285;-0,1859012
6/06/2018 2:30;-0,3732241;-0,1694271
6/06/2018 2:45;-0,3577955;-0,2346669
6/06/2018 3:00;-0,3707764;-0,2620567
6/06/2018 3:15;-0,3679;-0,2154098
6/06/2018 3:30;-0,3680332;-0,1800269
6/06/2018 3:45;-0,3729471;-0,223272
6/06/2018 4:00;-0,3685976;-0,2025241
6/06/2018 4:15;-0,3756211;-0,1935466
6/06/2018 4:30;-0,3741652;-0,2068219
6/06/2018 4:45;-0,367396;-0,1765546
6/06/2018 5:00;-0,3675077;-0,1737635
6/06/2018 5:15;-0,3560539;-0,1666738
6/06/2018 5:30;0,2548308;2,380964
6/06/2018 5:45;1,267786;4,785461
6/06/2018 6:00;2,190973;9,107125
6/06/2018 6:15;4,594109;13,84022
6/06/2018 6:30;6,380107;20,27882
6/06/2018 6:45;9,486343;24,13968
6/06/2018 7:00;12,80254;28,55739
6/06/2018 7:15;12,34474;32,38728
6/06/2018 7:30;10,83874;39,19072
6/06/2018 7:45;11,7564;32,10926
